pair,enhancer_id,zscore
V$CREB_02 - V$CREB_Q2,chr14:105144100-105144955-enhancer,3.0462467781112
V$CREB_02 - V$USF_Q6_01,chr14:105144100-105144955-enhancer,3.90436318473011
V$CEBPB_02 - V$PIT1_Q6,chr14:105144100-105144955-enhancer,3.20047086498985
V$AP1_C - V$NFAT_Q6,chr14:105144100-105144955-enhancer,3.51351729809576
V$AP1_C - V$IRF_Q6,chr14:105144100-105144955-enhancer,3.2106934003694
V$MYB_Q5_01 - V$STAT_01,chr14:105144100-105144955-enhancer,3.26317571748576
V$E2A_Q6 - V$MYCMAX_B,chr14:105144100-105144955-enhancer,3.01005089419681
V$MYCMAX_B - V$SMAD_Q6_01,chr14:105144100-105144955-enhancer,3.42538109547342
V$AP1_01 - V$HNF3_Q6,chr14:105144100-105144955-enhancer,3.64097691978327
V$ELF1_Q6 - V$PU1_Q6,chr14:105144100-105144955-enhancer,3.07060254778722
V$CEBP_Q3 - V$PU1_Q6,chr14:105144100-105144955-enhancer,4.91598880807603
V$MAF_Q6_01 - V$PU1_Q6,chr14:105144100-105144955-enhancer,4.67734316978335
V$E2F_Q3_01 - V$SMAD3_Q6,chr14:105144100-105144955-enhancer,3.46822432802766
V$ELF1_Q6 - V$SF1_Q6,chr14:105144100-105144955-enhancer,3.5428604535703
V$CEBP_Q2_01 - V$SF1_Q6,chr14:105144100-105144955-enhancer,3.21630591187938
V$CEBP_Q3 - V$MAF_Q6_01,chr14:105144100-105144955-enhancer,3.74858263034094
V$MYOD_Q6_01 - V$SREBP_Q3,chr14:105144100-105144955-enhancer,3.45177056820032
V$CREB_Q3 - V$USF_Q6_01,chr14:105144100-105144955-enhancer,3.24878514634453
V$NF1_Q6_01 - V$PEBP_Q6,chr14:105144100-105144955-enhancer,4.27632786812654
V$CEBP_Q2_01 - V$MYB_Q5_01,chr14:105144100-105144955-enhancer,3.2180469016118
V$AHRHIF_Q6 - V$E2F_Q3_01,chr14:105144100-105144955-enhancer,3.89117378800149
V$CP2_02 - V$E2A_Q6,chr14:105144100-105144955-enhancer,3.24187602283648
V$AHRHIF_Q6 - V$CP2_02,chr14:105144100-105144955-enhancer,3.23870348055609
V$AHRHIF_Q6 - V$SMAD_Q6_01,chr14:105144100-105144955-enhancer,3.98681344824247
V$NF1_Q6 - V$NFKAPPAB65_01,chr14:69014304-69014714-enhancer,3.4111536155542
V$CP2_01 - V$ELF1_Q6,chr14:69014304-69014714-enhancer,3.59589310822271
V$CEBP_Q2_01 - V$CP2_01,chr14:69014304-69014714-enhancer,4.14711828866364
V$AP1FJ_Q2 - V$ER_Q6_02,chr14:69014304-69014714-enhancer,3.22721443873271
V$AP1_Q2 - V$ER_Q6_02,chr14:69014304-69014714-enhancer,3.60970672700632
V$GR_Q6 - V$PU1_Q6,chr14:69014304-69014714-enhancer,3.23996061548397
V$NF1_Q6 - V$NFKB_Q6,chr14:69014304-69014714-enhancer,3.28016034988506
V$ETS1_B - V$NF1_Q6,chr14:69014304-69014714-enhancer,3.41183628092297
V$NF1_Q6 - V$SF1_Q6,chr14:69014304-69014714-enhancer,3.93537679273526
V$ETS_Q4 - V$NF1_Q6,chr14:69014304-69014714-enhancer,3.84820530649019
V$NF1_Q6 - V$NFAT_Q4_01,chr14:69014304-69014714-enhancer,3.61399817703081
V$NFKB_C - V$NFKB_Q6,chr14:69014304-69014714-enhancer,3.08362754629223
V$NFY_C - V$OCT_Q6,chr14:69014304-69014714-enhancer,4.30224955038105
V$AHRHIF_Q6 - V$NFY_C,chr14:69014304-69014714-enhancer,4.26502336949365
V$CP2_02 - V$NFAT_Q6,chr14:69014304-69014714-enhancer,3.17134657603695
V$KROX_Q6 - V$STAT5B_01,chr14:69014304-69014714-enhancer,3.42170189304746
V$PEBP_Q6 - V$STAT6_01,chr14:69014304-69014714-enhancer,3.1695616856345
V$PIT1_Q6 - V$SMAD3_Q6,chr14:69014304-69014714-enhancer,3.04786540213892
V$IRF_Q6_01 - V$SMAD4_Q6,chr14:69014304-69014714-enhancer,3.76230269923367
V$ETS_Q4 - V$PR_Q2,chr14:69014304-69014714-enhancer,3.13874198010502
V$NFKB_Q6_01 - V$PR_Q2,chr14:69014304-69014714-enhancer,3.10581903573779
V$CEBP_Q2_01 - V$SMAD_Q6_01,chr14:69014304-69014714-enhancer,3.62439640963797
V$DR3_Q4 - V$ER_Q6_02,chr14:69014304-69014714-enhancer,3.1367283192056
V$IRF_Q6_01 - V$KROX_Q6,chr14:69014304-69014714-enhancer,3.64673221240629
V$CP2_01 - V$VMYB_01,chr14:75701379-75701456-enhancer,3.91359877080992
V$AP1_Q2_01 - V$VMYB_01,chr14:75701379-75701456-enhancer,3.17524454513168
V$CEBP_Q2 - V$DR1_Q3,chr14:75701379-75701456-enhancer,3.11964339440958
V$AP1_C - V$CEBPB_02,chr14:85881762-85881957-enhancer,3.23503842669395
V$NFY_01 - V$OCT1_02,chr14:85881762-85881957-enhancer,3.14183557871253
V$NFAT_Q6 - V$OCT1_04,chr14:85881762-85881957-enhancer,3.03483698549169
V$COUP_01 - V$GATA_C,chr14:85881762-85881957-enhancer,3.66297222193143
V$AP1_C - V$CEBP_Q2,chr14:85881762-85881957-enhancer,3.23503842669395
V$ETS1_B - V$NF1_Q6,chr14:85881762-85881957-enhancer,3.06953846082919
V$HIF1_Q5 - V$NFY_01,chr14:85881762-85881957-enhancer,3.38277162119455
V$IPF1_Q4 - V$STAT_Q6,chr14:85881762-85881957-enhancer,3.19633151451915
V$HNF4_Q6 - V$PU1_Q6,chr14:85881762-85881957-enhancer,3.39517324611925
V$ELF1_Q6 - V$POU1F1_Q6,chr14:85881762-85881957-enhancer,3.12486435719082
V$CREB_Q3 - V$SP1_Q6_01,chr14:85881762-85881957-enhancer,3.49886480536166
V$NF1_Q6 - V$VMYB_01,chr15:40373777-40374114-enhancer,4.2722218408763
V$SMAD3_Q6 - V$VMYB_01,chr15:40373777-40374114-enhancer,3.05094222449067
V$SMAD_Q6_01 - V$VMYB_01,chr15:40373777-40374114-enhancer,3.04429837133565
V$CETS1P54_01 - V$OCT1_04,chr15:40373777-40374114-enhancer,3.0272503425666
V$CP2_01 - V$ETS1_B,chr15:40373777-40374114-enhancer,3.16644889683244
V$AP1FJ_Q2 - V$CEBPB_01,chr15:40373777-40374114-enhancer,4.96439410821332
V$AP1_Q2 - V$CEBPB_01,chr15:40373777-40374114-enhancer,3.1570057393526
V$ELF1_Q6 - V$OCT1_04,chr15:40373777-40374114-enhancer,3.04291002388972
V$COUP_01 - V$DR4_Q2,chr15:40373777-40374114-enhancer,3.16156004085248
V$AP1FJ_Q2 - V$CEBP_Q2_01,chr15:40373777-40374114-enhancer,3.64199804809672
V$AP1_Q2 - V$CEBP_Q2_01,chr15:40373777-40374114-enhancer,3.0974271033323
V$GR_Q6 - V$NFY_Q6_01,chr15:40373777-40374114-enhancer,3.72991764939543
V$GRE_C - V$NF1_Q6,chr15:40373777-40374114-enhancer,3.50107395453734
V$AHRHIF_Q6 - V$NF1_Q6,chr15:40373777-40374114-enhancer,3.00771933782554
V$DR1_Q3 - V$GATA_C,chr15:40373777-40374114-enhancer,3.3752759271782
V$ETS_Q6 - V$GATA_C,chr15:40373777-40374114-enhancer,3.13674837231518
V$MYOD_Q6_01 - V$NFY_C,chr15:40373777-40374114-enhancer,3.63562730279785
V$STAT_01 - V$STAT_Q6,chr15:40373777-40374114-enhancer,3.34713843005331
V$ETS1_B - V$NF1_Q6_01,chr15:40373777-40374114-enhancer,3.59201676785968
V$PU1_Q6 - V$STAT6_01,chr15:40373777-40374114-enhancer,3.32099102767946
V$ETS_Q6 - V$STAT6_01,chr15:40373777-40374114-enhancer,4.62266254524018
V$PU1_Q6 - V$STAT_Q6,chr15:40373777-40374114-enhancer,5.04193281662372
V$PR_Q2 - V$PU1_Q6,chr15:40373777-40374114-enhancer,3.19696880038852
V$ETS_Q6 - V$PU1_Q6,chr15:40373777-40374114-enhancer,6.3853715667157
V$AHRHIF_Q6 - V$SMAD4_Q6,chr15:40373777-40374114-enhancer,3.18956349545637
V$PR_Q2 - V$STAT_Q6,chr15:40373777-40374114-enhancer,3.06487799504105
V$ETS_Q6 - V$STAT_Q6,chr15:40373777-40374114-enhancer,4.3405957734857
V$KROX_Q6 - V$USF_Q6_01,chr15:40373777-40374114-enhancer,3.72196236190725
V$AP1_Q4_01 - V$CEBP_Q2_01,chr15:40373777-40374114-enhancer,3.01283636154038
V$CEBP_Q2 - V$SOX9_B1,chr15:60881604-60881753-enhancer,3.52245028356271
V$LEF1TCF1_Q4 - V$USF_C,chr15:60881604-60881753-enhancer,3.54604452406185
V$PR_Q2 - V$STAT6_01,chr15:60881604-60881753-enhancer,3.74965716236118
V$ETS_Q6 - V$PU1_Q6,chr15:60881604-60881753-enhancer,3.03096430219694
V$HMGIY_Q6 - V$MYOD_Q6_01,chr15:60881604-60881753-enhancer,3.92573864612063
V$GATA_Q6 - V$MYOD_Q6_01,chr15:60881604-60881753-enhancer,3.72988786636231
V$FOX_Q2 - V$MYOD_Q6_01,chr15:60881604-60881753-enhancer,3.49274699407271
V$CETS1P54_01 - V$CREL_01,chr15:68132387-68132778-enhancer,3.00976247665886
V$CREBP1CJUN_01 - V$ELF1_Q6,chr15:68132387-68132778-enhancer,3.15555398092151
V$CREL_01 - V$STAT_01,chr15:68132387-68132778-enhancer,3.44282171007031
V$CEBPB_01 - V$PU1_Q6,chr15:68132387-68132778-enhancer,3.73869196719056
V$IPF1_Q4 - V$OCT1_04,chr15:68132387-68132778-enhancer,3.6143607021789
V$AP1FJ_Q2 - V$LEF1_Q2,chr15:68132387-68132778-enhancer,3.13534868598054
V$AP1_Q2 - V$SOX9_B1,chr15:68132387-68132778-enhancer,3.58180317702412
V$MYB_Q6 - V$NFY_C,chr15:68132387-68132778-enhancer,3.03862356265104
V$CREB_Q4_01 - V$OCT1_Q6,chr15:68132387-68132778-enhancer,3.12029967320894
V$KROX_Q6 - V$SP1_Q6,chr15:68132387-68132778-enhancer,3.21903364604931
V$CEBP_C - V$GR_Q6_01,chr15:68132387-68132778-enhancer,3.60776067462037
V$GRE_C - V$NFY_C,chr15:68132387-68132778-enhancer,3.00361924994963
V$NFAT_Q6 - V$OCT_Q6,chr15:68132387-68132778-enhancer,3.49773769812317
V$EFC_Q6 - V$LEF1_Q2,chr15:68132387-68132778-enhancer,3.62225986431613
V$EFC_Q6 - V$LEF1TCF1_Q4,chr15:68132387-68132778-enhancer,3.59000190561608
V$CREB_Q3 - V$PU1_Q6,chr15:68132387-68132778-enhancer,3.29162383699652
V$CEBP_Q2_01 - V$PU1_Q6,chr15:68132387-68132778-enhancer,3.61736033730342
V$IRF_Q6_01 - V$SF1_Q6,chr15:68132387-68132778-enhancer,3.28584925786429
V$CETS168_Q6 - V$E2A_Q2,chr15:68132387-68132778-enhancer,3.00556520969746
V$GATA_Q6 - V$HNF1_Q6,chr15:68132387-68132778-enhancer,3.05336990769524
V$GATA_Q6 - V$OCT_Q6,chr15:68132387-68132778-enhancer,3.12706789210718
V$CREB_Q4_01 - V$USF_Q6_01,chr15:68132387-68132778-enhancer,3.17993094390823
V$CREB_Q3 - V$PEBP_Q6,chr15:68132387-68132778-enhancer,3.02268609749534
V$NF1_Q6_01 - V$SP1_Q2_01,chr15:68132387-68132778-enhancer,3.44279525737619
V$AHRHIF_Q6 - V$SP1_Q6_01,chr15:68132387-68132778-enhancer,3.0773141140171
V$AP1_C - V$CMYB_01,chr1:57043287-57044160-enhancer,3.58241401473212
V$AP1_01 - V$CMYB_01,chr1:57043287-57044160-enhancer,3.09998298151273
V$AP1_Q2_01 - V$CMYB_01,chr1:57043287-57044160-enhancer,3.12994126689141
V$CREL_01 - V$SF1_Q6,chr1:57043287-57044160-enhancer,3.28851866098389
V$CP2_01 - V$SMAD3_Q6,chr1:57043287-57044160-enhancer,3.30520087878941
V$CEBPB_01 - V$DR1_Q3,chr1:57043287-57044160-enhancer,3.65234415307455
V$CEBPB_01 - V$NF1_Q6_01,chr1:57043287-57044160-enhancer,3.89734750607766
V$MYB_Q6 - V$STAT_Q6,chr1:57043287-57044160-enhancer,3.21201392490038
V$NF1_Q6 - V$SOX9_B1,chr1:57043287-57044160-enhancer,3.33374911159325
V$CEBP_Q2_01 - V$NF1_Q6,chr1:57043287-57044160-enhancer,3.50711555433704
V$NFAT_Q4_01 - V$SP1_Q6,chr1:57043287-57044160-enhancer,3.75378094915104
V$HNF1_Q6 - V$STAT_01,chr1:57043287-57044160-enhancer,3.42853878431534
V$CHOP_01 - V$LEF1_Q2,chr1:57043287-57044160-enhancer,3.58092521986216
V$NFY_Q6_01 - V$SOX9_B1,chr1:57043287-57044160-enhancer,3.28455315329096
V$GR_Q6_01 - V$SOX9_B1,chr1:57043287-57044160-enhancer,3.60728206477682
V$PU1_Q6 - V$STAT6_01,chr1:57043287-57044160-enhancer,3.83563037493097
V$NF1_Q6_01 - V$SF1_Q6,chr1:57043287-57044160-enhancer,3.04626699797147
V$PR_Q2 - V$STAT_Q6,chr1:57043287-57044160-enhancer,3.15050915857896
V$CEBP_Q2_01 - V$NF1_Q6_01,chr1:57043287-57044160-enhancer,4.47362754841699
V$E2F_Q3_01 - V$FOX_Q2,chr1:57043287-57044160-enhancer,3.00960993543297
V$E2F_Q3_01 - V$ER_Q6_02,chr1:57043287-57044160-enhancer,3.37151357556211
V$NFAT_Q4_01 - V$SP1_Q4_01,chr1:57043287-57044160-enhancer,3.06248991814272
V$NFAT_Q4_01 - V$SP1_Q2_01,chr1:57043287-57044160-enhancer,3.06488794762841
V$CMYB_01 - V$OCT1_02,chr15:80773280-80773702-enhancer,3.58331366473508
V$CMYB_01 - V$OCT_C,chr15:80773280-80773702-enhancer,3.41666633263896
V$CETS1P54_01 - V$PR_Q2,chr15:80773280-80773702-enhancer,3.12213721513642
V$CP2_01 - V$ER_Q6,chr15:80773280-80773702-enhancer,3.23645338251327
V$CP2_01 - V$MYCMAX_B,chr15:80773280-80773702-enhancer,3.5587951022935
V$HNF4_01 - V$POU1F1_Q6,chr15:80773280-80773702-enhancer,3.28258785965805
V$AP1FJ_Q2 - V$NFKB_Q6,chr15:80773280-80773702-enhancer,3.38305057135011
V$AP1_Q2 - V$NFKB_Q6,chr15:80773280-80773702-enhancer,3.31420914524154
V$MYB_Q6 - V$USF_C,chr15:80773280-80773702-enhancer,3.50503700527506
V$NFKB_Q6 - V$PR_Q2,chr15:80773280-80773702-enhancer,3.09216654869554
V$DR4_Q2 - V$OCT1_Q6,chr15:80773280-80773702-enhancer,3.1809213135903
V$ELF1_Q6 - V$GRE_C,chr15:80773280-80773702-enhancer,4.05597652209071
V$GRE_C - V$HMGIY_Q6,chr15:80773280-80773702-enhancer,3.18447156446111
V$ETS1_B - V$NFY_C,chr15:80773280-80773702-enhancer,4.06185580587969
V$ELF1_Q6 - V$NFAT_Q6,chr15:80773280-80773702-enhancer,3.02037261005924
V$CETS168_Q6 - V$STAT5A_01,chr15:80773280-80773702-enhancer,3.0382651292596
V$EGR_Q6 - V$STAT5A_01,chr15:80773280-80773702-enhancer,3.24439182446711
V$CETS168_Q6 - V$STAT5B_01,chr15:80773280-80773702-enhancer,4.05764750608531
V$SP1_Q6_01 - V$STAT5B_01,chr15:80773280-80773702-enhancer,3.04406349126384
V$NFAT_Q4_01 - V$PU1_Q6,chr15:80773280-80773702-enhancer,3.09551830430577
V$HMGIY_Q6 - V$MYB_Q5_01,chr15:80773280-80773702-enhancer,3.17618396682953
V$AP1_Q4_01 - V$HMGIY_Q6,chr15:80773280-80773702-enhancer,3.64811689209731
V$GATA_Q6 - V$NFKB_Q6_01,chr15:80773280-80773702-enhancer,3.27221951957525
V$CREB_Q3 - V$PR_Q2,chr15:80773280-80773702-enhancer,3.43705307402341
V$EGR_Q6 - V$PIT1_Q6,chr15:80773280-80773702-enhancer,3.10660895710429
V$AP1_Q2_01 - V$HNF4_Q6,chr15:80773280-80773702-enhancer,3.18521661381951
V$AP1_Q2_01 - V$E2A_Q6,chr15:80773280-80773702-enhancer,3.28833078094723
V$HNF4_Q6 - V$SMAD_Q6_01,chr15:80773280-80773702-enhancer,3.29203643129807
V$CETS1P54_01 - V$CMYB_01,chr1:59369049-59370138-enhancer,3.68974449722501
V$CETS1P54_01 - V$DR1_Q3,chr1:59369049-59370138-enhancer,3.6768701603957
V$MYCMAX_B - V$NFKAPPAB65_01,chr1:59369049-59370138-enhancer,3.48686035123618
V$CREL_01 - V$MYCMAX_B,chr1:59369049-59370138-enhancer,3.35323499448695
V$CREL_01 - V$SF1_Q6,chr1:59369049-59370138-enhancer,3.42186649058242
V$NFKAPPAB_01 - V$NFY_01,chr1:59369049-59370138-enhancer,3.39598622030501
V$CEBPA_01 - V$SOX9_B1,chr1:59369049-59370138-enhancer,3.12397600089705
V$AP1FJ_Q2 - V$GR_Q6_01,chr1:59369049-59370138-enhancer,3.10832972438943
V$AP1_Q2 - V$NFKB_Q6,chr1:59369049-59370138-enhancer,3.17592032929348
V$GR_Q6 - V$HNF3_Q6,chr1:59369049-59370138-enhancer,3.44023533535338
V$AP1_C - V$POU1F1_Q6,chr1:59369049-59370138-enhancer,3.13626731607882
V$MYB_Q3 - V$STAT_01,chr1:59369049-59370138-enhancer,4.47185680988123
V$AHRHIF_Q6 - V$MYCMAX_B,chr1:59369049-59370138-enhancer,4.1680073550469
V$ER_Q6_02 - V$ETS1_B,chr1:59369049-59370138-enhancer,3.48195644964503
V$ETS1_B - V$SMAD_Q6_01,chr1:59369049-59370138-enhancer,3.84083701318025
V$MYB_Q5_01 - V$STAT6_01,chr1:59369049-59370138-enhancer,3.02889511030422
V$E2F_03 - V$E2F_Q3_01,chr1:59369049-59370138-enhancer,3.10397649248715
V$NF1_Q6_01 - V$PU1_Q6,chr1:59369049-59370138-enhancer,3.19579617072735
V$MYB_Q5_01 - V$PU1_Q6,chr1:59369049-59370138-enhancer,4.56151724119103
V$PU1_Q6 - V$SMAD_Q6_01,chr1:59369049-59370138-enhancer,3.34715664517843
V$CETS168_Q6 - V$SF1_Q6,chr1:59369049-59370138-enhancer,3.24440179569103
V$ETS_Q4 - V$PR_Q2,chr1:59369049-59370138-enhancer,3.08530743502154
V$NFKB_Q6_01 - V$SREBP_Q3,chr1:59369049-59370138-enhancer,3.06891273569039
V$E2A_Q2 - V$NFKB_Q6_01,chr1:59369049-59370138-enhancer,3.37327472234873
V$CP2_02 - V$NFKB_Q6_01,chr1:59369049-59370138-enhancer,3.28886366867437
V$CEBP_Q2_01 - V$MYB_Q5_01,chr1:59369049-59370138-enhancer,3.33010092150526
V$CEBP_Q2_01 - V$PR_Q2,chr1:59369049-59370138-enhancer,3.0651515840083
V$ETS_Q6 - V$MYB_Q5_01,chr1:59369049-59370138-enhancer,3.28607561812575
V$E2F_Q3_01 - V$E2F_Q4_01,chr1:59369049-59370138-enhancer,3.79768175506338
V$CP2_02 - V$E2F_Q3_01,chr1:59369049-59370138-enhancer,3.06291814931714
V$AHRHIF_Q6 - V$E2F_Q3_01,chr1:59369049-59370138-enhancer,3.2055588513482
V$AP1_Q2_01 - V$E2A_Q6,chr1:59369049-59370138-enhancer,3.04360146640774
V$CP2_02 - V$ETS_Q6,chr1:59369049-59370138-enhancer,3.00276987224826
V$ETS_Q6 - V$SMAD_Q6_01,chr1:59369049-59370138-enhancer,3.79150545181645
V$PEBP_Q6 - V$SMAD_Q6_01,chr1:59369049-59370138-enhancer,4.10416359081275
V$NFKAPPAB_01 - V$NFKB_C,chr16:121563-121849-enhancer,3.09813633267892
V$EBF_Q6 - V$NFKAPPAB_01,chr16:121563-121849-enhancer,3.25955823979737
V$CP2_01 - V$E2A_Q2,chr16:121563-121849-enhancer,3.15906452141946
V$CP2_01 - V$PR_Q2,chr16:121563-121849-enhancer,3.4513143266509
V$AP1FJ_Q2 - V$GR_Q6_01,chr16:121563-121849-enhancer,3.22262415477909
V$AP1FJ_Q2 - V$MYOD_Q6_01,chr16:121563-121849-enhancer,3.47914587002332
V$AHRHIF_Q6 - V$AP1FJ_Q2,chr16:121563-121849-enhancer,3.1162800777458
V$AP1_Q2 - V$CREB_Q3,chr16:121563-121849-enhancer,4.31431610351804
V$AP1_Q2 - V$E2A_Q2,chr16:121563-121849-enhancer,3.26437981539302
V$AP1_Q2 - V$MYOD_Q6_01,chr16:121563-121849-enhancer,3.73115920749299
V$AHRHIF_Q6 - V$AP1_Q2,chr16:121563-121849-enhancer,3.41939867671577
V$GR_Q6_01 - V$NF1_Q6,chr16:121563-121849-enhancer,3.14616962996029
V$DR1_Q3 - V$SP1_Q6,chr16:121563-121849-enhancer,3.27930838171039
V$CETS168_Q6 - V$NFY_01,chr16:121563-121849-enhancer,3.45991283060331
V$SOX9_B1 - V$STAT_Q6,chr16:121563-121849-enhancer,3.12162330969306
V$EBF_Q6 - V$STAT6_01,chr16:121563-121849-enhancer,3.48074120684667
V$PU1_Q6 - V$SF1_Q6,chr16:121563-121849-enhancer,3.63164701240555
V$DR4_Q2 - V$OSF2_Q6,chr16:121563-121849-enhancer,3.74660999548891
V$DR1_Q3 - V$SP1_Q4_01,chr16:121563-121849-enhancer,3.7544803551699
V$ETS_Q6 - V$MYB_Q5_01,chr16:121563-121849-enhancer,3.35853474875944
V$ER_Q6_02 - V$SMAD_Q6_01,chr16:121563-121849-enhancer,3.14828514708761
V$CMYB_01 - V$CREB_Q3,chr16:20915885-20916169-enhancer,3.41416912419508
V$AP1_Q4_01 - V$CMYB_01,chr16:20915885-20916169-enhancer,3.23551776092027
V$CEBPB_02 - V$GATA_Q6,chr16:20915885-20916169-enhancer,3.02560949285118
V$AP1FJ_Q2 - V$STAT6_01,chr16:20915885-20916169-enhancer,3.16415183397198
V$ETS_Q4 - V$NFY_01,chr16:20915885-20916169-enhancer,3.41010790764806
V$ELF1_Q6 - V$SOX9_B1,chr16:20915885-20916169-enhancer,3.29507666810814
V$ETS_Q6 - V$SOX9_B1,chr16:20915885-20916169-enhancer,3.00777608178887
V$DR3_Q4 - V$IPF1_Q4,chr16:20915885-20916169-enhancer,3.45088083030817
V$NFKB_Q6_01 - V$PPARA_02,chr16:20915885-20916169-enhancer,3.74734903710934
V$PEBP_Q6 - V$PU1_Q6,chr16:20915885-20916169-enhancer,3.14723945461731
V$ELF1_Q6 - V$MYB_Q3,chr16:20915885-20916169-enhancer,3.07987198323336
V$ELF1_Q6 - V$SMAD_Q6_01,chr16:20915885-20916169-enhancer,3.10157977325047
V$MYB_Q3 - V$PIT1_Q6,chr16:20915885-20916169-enhancer,3.02605030341201
V$GR_Q6_01 - V$PIT1_Q6,chr16:20915885-20916169-enhancer,3.06477474909075
V$GR_Q6_01 - V$NFAT_Q4_01,chr16:20915885-20916169-enhancer,3.55342620798888
V$GR_Q6_01 - V$PR_Q2,chr16:20915885-20916169-enhancer,3.04176276836342
V$NFAT_Q4_01 - V$SMAD_Q6_01,chr16:20915885-20916169-enhancer,3.15735734153731
V$EBF_Q6 - V$ELK1_01,chr16:73104505-73104770-enhancer,3.52367140959514
V$AP1FJ_Q2 - V$CETS1P54_01,chr16:73104505-73104770-enhancer,3.4776342733382
V$AP1_Q2 - V$CETS1P54_01,chr16:73104505-73104770-enhancer,3.01544227095134
V$CETS1P54_01 - V$ETS1_B,chr16:73104505-73104770-enhancer,3.71961124795708
V$CETS1P54_01 - V$PU1_Q6,chr16:73104505-73104770-enhancer,4.14099646843468
V$CETS1P54_01 - V$ETS_Q4,chr16:73104505-73104770-enhancer,3.21571213616155
V$AP1FJ_Q2 - V$PU1_Q6,chr16:73104505-73104770-enhancer,3.41008948374202
V$AP1FJ_Q2 - V$ELF1_Q6,chr16:73104505-73104770-enhancer,3.19527611330287
V$AP1FJ_Q2 - V$HNF3_Q6,chr16:73104505-73104770-enhancer,3.06271668048244
V$AP1_Q2 - V$NFKB_Q6,chr16:73104505-73104770-enhancer,3.18003388529745
V$AP1_Q2 - V$PU1_Q6,chr16:73104505-73104770-enhancer,3.25966453980746
V$AP1_Q2 - V$MYB_Q5_01,chr16:73104505-73104770-enhancer,3.90894685515849
V$HMGIY_Q6 - V$NF1_Q6,chr16:73104505-73104770-enhancer,3.64117555117243
V$CETS168_Q6 - V$SP1_Q6,chr16:73104505-73104770-enhancer,3.15650141461768
V$EGR_Q6 - V$SP1_Q6,chr16:73104505-73104770-enhancer,5.02903569889692
V$SP1_Q4_01 - V$SP1_Q6,chr16:73104505-73104770-enhancer,3.49748345033104
V$E2F_Q3_01 - V$NFKB_C,chr16:73104505-73104770-enhancer,3.60856751352724
V$ETS1_B - V$PU1_Q6,chr16:73104505-73104770-enhancer,3.67804135228942
V$ETS1_B - V$PR_Q2,chr16:73104505-73104770-enhancer,3.07676831803085
V$ETS_Q4 - V$HMGIY_Q6,chr16:73104505-73104770-enhancer,3.08129165158136
V$CREB_Q3 - V$GR_Q6_01,chr16:73104505-73104770-enhancer,3.75854160606483
V$EGR_Q6 - V$SP1_Q4_01,chr16:73104505-73104770-enhancer,6.35753437063927
V$CETS1P54_01 - V$CREL_01,chr17:1994416-1994643-enhancer,3.49460544544438
V$CETS1P54_01 - V$STAT_Q6,chr17:1994416-1994643-enhancer,4.00015957161129
V$CETS1P54_01 - V$NFAT_Q4_01,chr17:1994416-1994643-enhancer,3.27329698344257
V$CREL_01 - V$HMGIY_Q6,chr17:1994416-1994643-enhancer,3.08217891535927
V$PAX5_01 - V$SP1_Q4_01,chr17:1994416-1994643-enhancer,5.46808767094561
V$AP1_Q2 - V$EGR_Q6,chr17:1994416-1994643-enhancer,3.13450528623679
V$AP1_Q2 - V$SMAD_Q6_01,chr17:1994416-1994643-enhancer,3.10480904524851
V$ER_Q6 - V$SOX9_B1,chr17:1994416-1994643-enhancer,3.10269289430266
V$ER_Q6 - V$MYB_Q5_01,chr17:1994416-1994643-enhancer,3.17096320175332
V$OCT_Q6 - V$STAT_01,chr17:1994416-1994643-enhancer,3.10301092013952
V$CEBP_Q2_01 - V$ETS1_B,chr17:1994416-1994643-enhancer,3.49178761428231
V$ELF1_Q6 - V$SOX9_B1,chr17:1994416-1994643-enhancer,3.03748667846952
V$MYB_Q3 - V$POU1F1_Q6,chr17:1994416-1994643-enhancer,3.04292192563339
V$ELF1_Q6 - V$GR_Q6_01,chr17:1994416-1994643-enhancer,3.03879535752596
V$DR4_Q2 - V$SREBP_Q3,chr17:1994416-1994643-enhancer,4.04115191170938
V$MYB_Q5_01 - V$STAT_Q6,chr17:1994416-1994643-enhancer,3.60201109944128
V$CP2_02 - V$SMAD_Q6_01,chr17:1994416-1994643-enhancer,3.39415384898259
V$CETS1P54_01 - V$GRE_C,chr17:2300026-2300553-enhancer,3.19109935597769
V$CETS1P54_01 - V$PU1_Q6,chr17:2300026-2300553-enhancer,3.23445280585198
V$CEBP_Q3 - V$CETS1P54_01,chr17:2300026-2300553-enhancer,3.63085738802392
V$CETS1P54_01 - V$ETS_Q6,chr17:2300026-2300553-enhancer,4.41326648683428
V$CREL_01 - V$NFKB_Q6,chr17:2300026-2300553-enhancer,3.14760847075069
V$CREL_01 - V$SP1_Q4_01,chr17:2300026-2300553-enhancer,3.20376606641763
V$CP2_01 - V$SF1_Q6,chr17:2300026-2300553-enhancer,3.17481922660647
V$CP2_01 - V$PEBP_Q6,chr17:2300026-2300553-enhancer,3.00579599603076
V$CREB_02 - V$HNF3_Q6,chr17:2300026-2300553-enhancer,4.08004116801834
V$FOX_Q2 - V$TAXCREB_01,chr17:2300026-2300553-enhancer,3.22305579565888
V$ETS_Q6 - V$NF1_Q6,chr17:2300026-2300553-enhancer,3.31929061884611
V$ETS_Q4 - V$NFKB_Q6,chr17:2300026-2300553-enhancer,3.33042788236948
